Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Region
EMP4114,50,Male,Marketing,Manufacturing,30,Onsite,South America
EMP4115,49,Non-binary,Sales,Retail,21,Remote,Oceania
EMP4116,46,Prefer not to say,Software Engineer,Manufacturing,26,Hybrid,North America
EMP4117,27,Prefer not to say,Marketing,Consulting,22,Hybrid,Europe
EMP4118,47,Male,HR,Manufacturing,35,Onsite,North America
EMP4119,47,Male,Marketing,Retail,8,Onsite,North America
EMP4120,41,Prefer not to say,HR,Consulting,21,Hybrid,South America
EMP4121,30,Male,Project Manager,Finance,12,Onsite,Asia
EMP4122,27,Male,HR,Retail,25,Remote,South America
EMP4123,48,Female,HR,Healthcare,30,Hybrid,North America
EMP4124,28,Female,Sales,Education,13,Remote,Europe
EMP4125,25,Male,Designer,IT,29,Hybrid,Africa
EMP4126,31,Prefer not to say,HR,Education,28,Remote,South America
EMP4127,30,Female,Designer,Healthcare,12,Remote,Oceania
EMP4128,30,Non-binary,Software Engineer,Education,13,Remote,Africa
EMP4129,55,Male,Designer,Education,5,Onsite,Europe
EMP4130,43,Male,HR,Retail,18,Onsite,Asia
EMP4131,44,Male,Sales,Consulting,31,Onsite,Oceania
EMP4132,54,Non-binary,Designer,Retail,19,Hybrid,North America
EMP4133,53,Prefer not to say,Data Scientist,IT,32,Hybrid,Africa
EMP4134,53,Non-binary,Project Manager,Healthcare,25,Onsite,Asia
EMP4135,23,Male,Sales,Manufacturing,34,Remote,Europe
EMP4136,50,Male,HR,Education,27,Hybrid,Europe
EMP4137,42,Female,Designer,Education,7,Onsite,Oceania
EMP4138,47,Non-binary,Project Manager,Consulting,24,Remote,Africa
EMP4139,37,Prefer not to say,Designer,Retail,1,Onsite,Africa
EMP4140,40,Non-binary,HR,IT,17,Hybrid,Africa
EMP4141,43,Prefer not to say,Marketing,Retail,32,Remote,Asia
EMP4142,33,Non-binary,Software Engineer,Manufacturing,5,Hybrid,Oceania
EMP4143,53,Prefer not to say,Project Manager,Education,5,Onsite,South America
EMP4144,39,Male,Sales,Healthcare,29,Hybrid,North America
EMP4145,44,Non-binary,HR,IT,3,Onsite,Africa
EMP4146,41,Female,Data Scientist,IT,16,Hybrid,Europe
EMP4147,49,Female,Data Scientist,Manufacturing,6,Hybrid,South America
EMP4148,27,Non-binary,Software Engineer,Healthcare,10,Onsite,Oceania
EMP4149,36,Male,Data Scientist,Retail,34,Hybrid,Africa
EMP4150,26,Non-binary,HR,Manufacturing,1,Remote,North America
EMP4151,36,Non-binary,Data Scientist,IT,9,Hybrid,Europe
EMP4152,47,Male,Sales,IT,9,Onsite,Africa
EMP4153,53,Male,Sales,Finance,12,Remote,South America
EMP4154,22,Prefer not to say,Project Manager,Retail,23,Onsite,Europe
EMP4155,33,Male,Marketing,Finance,1,Hybrid,Oceania
EMP4156,31,Prefer not to say,Project Manager,Manufacturing,21,Remote,South America
EMP4157,59,Non-binary,Marketing,Consulting,8,Onsite,Europe
EMP4158,22,Prefer not to say,HR,Healthcare,5,Onsite,Asia
EMP4159,28,Prefer not to say,HR,Consulting,14,Onsite,Africa
EMP4160,33,Prefer not to say,Marketing,Consulting,3,Hybrid,Europe
EMP4161,37,Male,Designer,Manufacturing,11,Remote,North America
EMP4162,40,Non-binary,HR,Education,31,Hybrid,North America
EMP4163,40,Male,Software Engineer,Education,8,Hybrid,Asia
EMP4164,50,Prefer not to say,HR,Education,17,Onsite,Africa
EMP4165,37,Prefer not to say,Data Scientist,Finance,1,Hybrid,North America
EMP4166,40,Prefer not to say,HR,Finance,33,Hybrid,Oceania
EMP4167,51,Male,Sales,Education,26,Onsite,Asia
EMP4168,35,Male,Sales,Retail,21,Onsite,North America
EMP4169,44,Non-binary,Data Scientist,IT,21,Onsite,North America
EMP4170,33,Female,Designer,Retail,4,Remote,Oceania
EMP4171,53,Female,Sales,IT,25,Onsite,Oceania
EMP4172,50,Prefer not to say,Sales,IT,13,Remote,Asia
EMP4173,58,Non-binary,HR,Retail,20,Hybrid,South America
EMP4174,44,Non-binary,Data Scientist,Finance,9,Hybrid,Europe
EMP4175,45,Male,HR,Finance,26,Onsite,Europe
EMP4176,53,Prefer not to say,HR,IT,12,Onsite,Europe
EMP4177,45,Female,Software Engineer,Healthcare,25,Hybrid,Africa
EMP4178,23,Male,HR,Education,30,Onsite,North America
EMP4179,44,Female,Sales,Finance,31,Hybrid,North America
EMP4180,44,Prefer not to say,Software Engineer,Consulting,15,Onsite,Europe
EMP4181,52,Female,Project Manager,Retail,22,Onsite,Africa
EMP4182,26,Female,Project Manager,Healthcare,15,Onsite,Europe
EMP4183,30,Female,Designer,Healthcare,3,Hybrid,Africa
EMP4184,45,Male,Sales,Consulting,19,Onsite,Asia
EMP4185,57,Female,Software Engineer,Education,13,Remote,Asia
EMP4186,35,Male,HR,Healthcare,9,Remote,North America
EMP4187,38,Prefer not to say,Data Scientist,Consulting,12,Hybrid,Africa
EMP4188,32,Prefer not to say,Marketing,Education,5,Onsite,Europe
EMP4189,26,Female,Software Engineer,Healthcare,16,Hybrid,South America
EMP4190,29,Male,Data Scientist,Healthcare,30,Hybrid,Africa
EMP4191,49,Male,Software Engineer,IT,3,Hybrid,Europe
EMP4192,53,Female,Project Manager,Finance,33,Hybrid,Europe
EMP4193,52,Female,Data Scientist,Retail,21,Hybrid,Oceania
EMP4194,31,Female,Data Scientist,Finance,21,Onsite,South America
EMP4195,49,Female,Designer,Education,7,Remote,Asia
EMP4196,58,Male,Sales,IT,9,Onsite,Oceania
EMP4197,43,Male,Software Engineer,Education,11,Hybrid,Oceania
EMP4198,56,Non-binary,Sales,Finance,4,Onsite,South America
EMP4199,34,Non-binary,Data Scientist,Consulting,6,Hybrid,Asia
EMP4200,55,Male,Designer,Healthcare,19,Onsite,South America
EMP4201,42,Male,HR,Education,4,Hybrid,Europe
EMP4202,51,Female,Marketing,Education,16,Hybrid,South America
EMP4203,57,Prefer not to say,Software Engineer,Education,21,Onsite,Asia
EMP4204,29,Prefer not to say,Software Engineer,Retail,13,Hybrid,Asia
EMP4205,24,Prefer not to say,Software Engineer,Retail,33,Hybrid,Asia
EMP4206,44,Male,Marketing,Healthcare,10,Remote,Africa
EMP4207,34,Non-binary,HR,IT,20,Remote,South America
EMP4208,23,Female,Designer,Finance,7,Onsite,Asia
EMP4209,44,Prefer not to say,Project Manager,IT,33,Remote,Asia
EMP4210,46,Male,Data Scientist,Healthcare,6,Hybrid,North America
EMP4211,38,Non-binary,Designer,Education,23,Remote,Africa
EMP4212,35,Female,Project Manager,Consulting,17,Hybrid,Africa
EMP4213,41,Prefer not to say,Designer,Retail,20,Onsite,Asia
EMP4214,42,Prefer not to say,Designer,IT,32,Onsite,South America
EMP4215,50,Prefer not to say,Sales,IT,11,Onsite,Africa
EMP4216,60,Non-binary,Data Scientist,Consulting,10,Hybrid,Africa
EMP4217,54,Male,Designer,Retail,13,Onsite,North America
EMP4218,31,Male,Software Engineer,Consulting,9,Remote,Africa
EMP4219,35,Non-binary,Designer,Healthcare,31,Onsite,Europe
EMP4220,46,Prefer not to say,Designer,Finance,18,Hybrid,Africa
EMP4221,56,Prefer not to say,HR,IT,31,Remote,North America
EMP4222,47,Prefer not to say,Software Engineer,Retail,9,Remote,Asia
EMP4223,59,Prefer not to say,Software Engineer,Retail,17,Remote,Oceania
EMP4224,48,Non-binary,HR,Retail,17,Onsite,Europe
EMP4225,28,Prefer not to say,Sales,Education,29,Remote,North America
EMP4226,30,Male,Project Manager,IT,24,Remote,Africa
EMP4227,24,Male,Marketing,Consulting,15,Onsite,Africa
EMP4228,47,Non-binary,Designer,Finance,12,Remote,Oceania
EMP4229,34,Prefer not to say,HR,Education,9,Remote,Oceania
EMP4230,59,Prefer not to say,HR,Finance,34,Hybrid,Asia
EMP4231,52,Male,Sales,Education,23,Onsite,Europe
EMP4232,57,Prefer not to say,HR,Healthcare,3,Onsite,South America
EMP4233,49,Prefer not to say,Software Engineer,Finance,33,Onsite,Europe
EMP4234,26,Non-binary,Data Scientist,Retail,9,Remote,Africa
EMP4235,39,Female,Sales,IT,20,Onsite,Oceania
EMP4236,59,Non-binary,Designer,Education,9,Hybrid,Oceania
EMP4237,38,Non-binary,HR,Manufacturing,23,Remote,Asia
EMP4238,60,Non-binary,Designer,Healthcare,1,Hybrid,Oceania
EMP4239,48,Female,Marketing,Finance,1,Onsite,Africa
EMP4240,45,Non-binary,Marketing,Manufacturing,17,Remote,North America
EMP4241,32,Female,Sales,IT,32,Remote,Europe
EMP4242,52,Male,Project Manager,Retail,23,Onsite,North America
EMP4243,26,Male,Sales,IT,2,Hybrid,Africa
EMP4244,38,Non-binary,Project Manager,Manufacturing,31,Remote,Asia
EMP4245,23,Non-binary,Designer,Manufacturing,24,Hybrid,Oceania
EMP4246,29,Male,Project Manager,Healthcare,18,Hybrid,Oceania
EMP4247,49,Female,Sales,Education,11,Remote,South America
EMP4248,29,Male,Sales,Education,16,Onsite,North America
EMP4249,36,Male,Project Manager,Finance,20,Onsite,Oceania
EMP4250,44,Male,Software Engineer,Retail,28,Remote,South America
EMP4251,31,Female,Data Scientist,Consulting,30,Hybrid,Oceania
EMP4252,58,Female,Designer,Education,22,Onsite,Africa
EMP4253,49,Prefer not to say,Designer,Retail,30,Onsite,South America
EMP4254,55,Male,HR,Manufacturing,22,Hybrid,South America
EMP4255,51,Prefer not to say,Designer,IT,12,Onsite,Asia
EMP4256,27,Non-binary,Designer,Education,6,Onsite,Europe
EMP4257,56,Male,Data Scientist,Retail,19,Onsite,Asia
EMP4258,24,Male,Sales,Finance,12,Onsite,Asia
EMP4259,24,Female,Designer,Finance,26,Onsite,North America
EMP4260,29,Male,Data Scientist,Education,10,Hybrid,North America
EMP4261,58,Non-binary,Designer,Healthcare,8,Onsite,South America
EMP4262,31,Prefer not to say,HR,Retail,28,Remote,North America
EMP4263,30,Prefer not to say,Data Scientist,Retail,14,Remote,North America
EMP4264,43,Female,Marketing,IT,7,Hybrid,Asia
EMP4265,26,Prefer not to say,Project Manager,Finance,28,Onsite,South America
EMP4266,45,Prefer not to say,Project Manager,Manufacturing,20,Hybrid,Oceania
EMP4267,22,Male,Sales,Healthcare,23,Hybrid,Europe
EMP4268,50,Male,HR,Finance,31,Onsite,South America
EMP4269,48,Non-binary,Project Manager,IT,34,Onsite,North America
EMP4270,58,Female,Data Scientist,Education,33,Remote,North America
EMP4271,35,Male,Software Engineer,Finance,5,Remote,North America
EMP4272,53,Non-binary,Marketing,Manufacturing,19,Hybrid,Asia
EMP4273,25,Prefer not to say,Project Manager,Consulting,27,Remote,North America
EMP4274,53,Male,Sales,Finance,18,Remote,Asia
EMP4275,29,Prefer not to say,Software Engineer,IT,13,Hybrid,North America
EMP4276,25,Non-binary,Software Engineer,Retail,26,Hybrid,Africa
EMP4277,31,Non-binary,HR,IT,2,Hybrid,North America
EMP4278,52,Female,Designer,Finance,14,Remote,Africa
EMP4279,34,Prefer not to say,Marketing,Consulting,4,Remote,Asia
EMP4280,45,Male,Sales,Retail,21,Onsite,Oceania
EMP4281,47,Non-binary,Project Manager,Education,9,Onsite,North America
EMP4282,27,Non-binary,Designer,Manufacturing,16,Hybrid,North America
EMP4283,26,Non-binary,Designer,Manufacturing,14,Hybrid,Africa
EMP4284,37,Non-binary,Sales,Finance,10,Hybrid,Europe
EMP4285,60,Female,Sales,Manufacturing,34,Hybrid,Europe
EMP4286,29,Non-binary,Software Engineer,Education,13,Onsite,Oceania
EMP4287,27,Non-binary,Marketing,IT,14,Hybrid,Europe
EMP4288,36,Non-binary,Marketing,Manufacturing,11,Remote,Europe
EMP4289,52,Male,HR,IT,31,Remote,North America
EMP4290,37,Male,Software Engineer,Education,6,Hybrid,North America
EMP4291,55,Female,Project Manager,Consulting,1,Remote,Europe
EMP4292,51,Male,Designer,Finance,26,Onsite,Oceania
EMP4293,37,Female,Designer,Consulting,29,Remote,Asia
EMP4294,28,Female,Sales,Consulting,23,Onsite,North America
EMP4295,28,Non-binary,Marketing,Consulting,17,Onsite,South America
EMP4296,47,Female,Designer,Consulting,20,Hybrid,Asia
EMP4297,23,Female,HR,Education,28,Remote,Asia
EMP4298,32,Non-binary,Sales,Healthcare,28,Hybrid,Oceania
EMP4299,38,Non-binary,Software Engineer,Consulting,32,Onsite,South America
EMP4300,22,Prefer not to say,Marketing,Manufacturing,1,Hybrid,Asia
EMP4301,32,Male,Sales,Education,14,Hybrid,North America
EMP4302,22,Female,Data Scientist,Retail,6,Remote,South America
EMP4303,46,Male,Project Manager,IT,8,Onsite,Africa
EMP4304,30,Non-binary,Project Manager,Manufacturing,33,Remote,North America
EMP4305,25,Female,Marketing,IT,3,Onsite,North America
EMP4306,49,Female,Marketing,IT,22,Onsite,North America
EMP4307,51,Prefer not to say,Data Scientist,Consulting,6,Remote,Oceania
EMP4308,57,Prefer not to say,Data Scientist,Education,16,Remote,Europe
EMP4309,58,Male,Project Manager,Education,30,Onsite,South America
EMP4310,45,Prefer not to say,Designer,Manufacturing,3,Remote,Oceania
EMP4311,32,Prefer not to say,Sales,IT,25,Hybrid,South America
EMP4312,45,Non-binary,HR,Consulting,15,Onsite,Africa
EMP4313,28,Female,Software Engineer,Retail,31,Remote,Europe
EMP4314,22,Non-binary,Software Engineer,Education,31,Remote,Oceania
EMP4315,41,Non-binary,Designer,Finance,26,Remote,North America
EMP4316,37,Non-binary,Sales,Healthcare,22,Hybrid,North America
EMP4317,25,Female,Designer,Healthcare,31,Remote,Asia
EMP4318,33,Female,Sales,Consulting,4,Onsite,Africa
EMP4319,50,Male,Designer,Finance,30,Onsite,Europe
EMP4320,56,Prefer not to say,Sales,Retail,26,Remote,North America
EMP4321,51,Non-binary,Sales,Finance,34,Hybrid,Oceania
EMP4322,42,Non-binary,Data Scientist,IT,32,Hybrid,Asia
EMP4323,50,Male,HR,Manufacturing,5,Hybrid,North America
EMP4324,48,Non-binary,Designer,Consulting,15,Hybrid,Europe
EMP4325,22,Non-binary,Sales,Consulting,18,Onsite,Asia
EMP4326,30,Male,Data Scientist,Healthcare,13,Remote,North America
EMP4327,44,Female,Sales,Manufacturing,33,Remote,Europe
EMP4328,23,Male,Project Manager,Education,4,Hybrid,North America
EMP4329,55,Male,Project Manager,Retail,4,Onsite,South America
EMP4330,35,Non-binary,Marketing,Manufacturing,18,Onsite,Africa
EMP4331,55,Non-binary,Project Manager,Healthcare,35,Hybrid,South America
EMP4332,57,Prefer not to say,Marketing,Finance,3,Remote,Oceania
EMP4333,32,Male,Marketing,Manufacturing,34,Remote,Asia
EMP4334,22,Prefer not to say,Project Manager,Education,13,Hybrid,North America
EMP4335,55,Non-binary,Sales,Retail,2,Hybrid,Africa
EMP4336,47,Prefer not to say,Data Scientist,Healthcare,19,Remote,Europe
EMP4337,44,Male,Data Scientist,Retail,21,Onsite,Oceania
EMP4338,58,Prefer not to say,Sales,Manufacturing,26,Hybrid,South America
EMP4339,56,Female,Marketing,Manufacturing,1,Remote,Europe
EMP4340,40,Female,Project Manager,Finance,27,Remote,Oceania
EMP4341,56,Male,Marketing,Finance,33,Remote,Oceania
EMP4342,45,Male,Project Manager,Retail,7,Remote,Africa
EMP4343,56,Non-binary,Designer,Education,17,Remote,Asia
EMP4344,30,Male,Sales,IT,2,Onsite,Africa
EMP4345,34,Female,Sales,Finance,12,Remote,Africa
EMP4346,57,Male,HR,Manufacturing,21,Onsite,Oceania
EMP4347,32,Male,Project Manager,Education,1,Onsite,Oceania
EMP4348,46,Non-binary,Sales,Manufacturing,20,Remote,South America
EMP4349,40,Female,Data Scientist,Healthcare,9,Remote,Oceania
EMP4350,60,Male,Data Scientist,Retail,11,Onsite,South America
EMP4351,37,Prefer not to say,Sales,Manufacturing,18,Remote,Asia
EMP4352,54,Prefer not to say,Marketing,IT,12,Onsite,Asia
EMP4353,38,Male,Designer,Manufacturing,29,Onsite,Asia
EMP4354,50,Prefer not to say,Designer,Healthcare,33,Remote,Asia
EMP4355,46,Female,Project Manager,Finance,15,Hybrid,North America
EMP4356,26,Male,Software Engineer,Education,14,Onsite,North America
EMP4357,52,Non-binary,Data Scientist,Healthcare,30,Remote,Oceania
EMP4358,51,Non-binary,Project Manager,Finance,28,Remote,Europe
EMP4359,30,Male,Sales,Healthcare,27,Remote,South America
EMP4360,38,Non-binary,Software Engineer,Consulting,19,Onsite,Asia
EMP4361,24,Non-binary,Project Manager,Education,30,Onsite,Asia
EMP4362,43,Male,Marketing,Retail,26,Hybrid,South America
EMP4363,56,Female,Designer,Education,28,Onsite,Europe
EMP4364,36,Male,Sales,Retail,16,Onsite,Africa
EMP4365,26,Female,Software Engineer,Manufacturing,21,Hybrid,North America
EMP4366,26,Male,Marketing,IT,3,Hybrid,South America
EMP4367,37,Female,Sales,IT,3,Remote,Africa
EMP4368,59,Non-binary,Software Engineer,IT,3,Remote,Africa
EMP4369,58,Female,Marketing,Manufacturing,25,Remote,Oceania
EMP4370,36,Female,Project Manager,Manufacturing,34,Onsite,Africa
EMP4371,59,Female,Designer,Healthcare,16,Hybrid,Asia
EMP4372,56,Prefer not to say,Designer,Education,11,Onsite,North America
EMP4373,23,Non-binary,Marketing,Manufacturing,34,Hybrid,South America
EMP4374,24,Male,HR,IT,4,Remote,Asia
EMP4375,28,Non-binary,Designer,Finance,7,Remote,Oceania
EMP4376,31,Female,Data Scientist,Retail,27,Remote,North America
EMP4377,38,Prefer not to say,Project Manager,Finance,25,Onsite,Europe
EMP4378,56,Male,Software Engineer,IT,30,Remote,South America
EMP4379,47,Prefer not to say,HR,Consulting,21,Remote,North America
EMP4380,47,Prefer not to say,Marketing,Healthcare,19,Onsite,Europe
EMP4381,43,Male,Marketing,Healthcare,19,Remote,Africa
EMP4382,27,Non-binary,HR,Finance,33,Remote,North America
EMP4383,25,Prefer not to say,Project Manager,Retail,26,Onsite,Asia
EMP4384,35,Prefer not to say,Project Manager,Retail,3,Remote,North America
EMP4385,50,Female,Software Engineer,Finance,22,Onsite,Europe
EMP4386,30,Prefer not to say,Data Scientist,Education,12,Remote,Asia
EMP4387,32,Female,Marketing,Consulting,4,Remote,Asia
EMP4388,54,Prefer not to say,Project Manager,Finance,1,Hybrid,Europe
EMP4389,23,Female,Data Scientist,Manufacturing,26,Onsite,Europe
EMP4390,29,Prefer not to say,HR,Healthcare,35,Onsite,North America
EMP4391,41,Non-binary,Sales,Manufacturing,2,Onsite,North America
EMP4392,39,Female,HR,Retail,18,Hybrid,North America
EMP4393,22,Female,Project Manager,Education,22,Onsite,Europe
EMP4394,48,Non-binary,Software Engineer,Finance,30,Remote,North America
EMP4395,52,Female,Data Scientist,Healthcare,23,Hybrid,Europe
EMP4396,28,Female,HR,IT,29,Remote,North America
EMP4397,36,Prefer not to say,Sales,Finance,1,Remote,Africa
EMP4398,29,Non-binary,HR,IT,33,Onsite,North America
EMP4399,26,Female,Designer,IT,32,Hybrid,Oceania
EMP4400,27,Male,Software Engineer,Finance,31,Onsite,South America
EMP4401,31,Prefer not to say,Designer,Healthcare,14,Onsite,North America
EMP4402,47,Prefer not to say,Project Manager,Education,19,Remote,Europe
EMP4403,45,Male,HR,Finance,28,Remote,Asia
EMP4404,50,Prefer not to say,Project Manager,Consulting,29,Hybrid,South America
EMP4405,46,Female,Data Scientist,IT,5,Remote,Europe
EMP4406,24,Female,Project Manager,Education,15,Remote,Africa
EMP4407,24,Female,Designer,Finance,13,Remote,Asia
EMP4408,53,Prefer not to say,Designer,Retail,9,Onsite,Europe
EMP4409,45,Female,Project Manager,Education,26,Remote,Africa
EMP4410,37,Male,Project Manager,Healthcare,27,Onsite,Asia
EMP4411,29,Male,Software Engineer,Finance,26,Remote,Africa
EMP4412,38,Prefer not to say,HR,Consulting,6,Onsite,Oceania
EMP4413,60,Prefer not to say,Project Manager,Finance,3,Remote,North America
EMP4414,47,Male,Designer,Education,29,Onsite,South America
EMP4415,40,Prefer not to say,Data Scientist,Healthcare,10,Hybrid,North America
EMP4416,48,Prefer not to say,Project Manager,Finance,26,Onsite,Oceania
EMP4417,44,Male,Software Engineer,Retail,20,Onsite,Europe
EMP4418,37,Non-binary,Software Engineer,IT,13,Onsite,Asia
EMP4419,37,Female,Software Engineer,Education,25,Hybrid,Oceania
EMP4420,50,Non-binary,Designer,Healthcare,4,Remote,North America
EMP4421,57,Prefer not to say,Software Engineer,Healthcare,35,Remote,Europe
EMP4422,42,Non-binary,Data Scientist,Healthcare,11,Remote,Africa
EMP4423,24,Female,Sales,Manufacturing,1,Hybrid,Asia
EMP4424,25,Female,Marketing,Retail,21,Hybrid,South America
EMP4425,39,Non-binary,Software Engineer,IT,26,Hybrid,Asia
EMP4426,40,Prefer not to say,Software Engineer,Manufacturing,2,Remote,Europe
EMP4427,29,Female,Marketing,Consulting,29,Hybrid,North America
EMP4428,56,Prefer not to say,Data Scientist,Manufacturing,6,Onsite,Asia
EMP4429,29,Prefer not to say,Marketing,Finance,11,Onsite,North America
EMP4430,23,Female,Project Manager,Finance,31,Hybrid,South America
EMP4431,49,Non-binary,Designer,Healthcare,33,Remote,South America
EMP4432,55,Female,Project Manager,Manufacturing,10,Hybrid,North America
EMP4433,38,Non-binary,Sales,Healthcare,26,Hybrid,Asia
EMP4434,40,Female,Data Scientist,Manufacturing,31,Remote,Oceania
EMP4435,34,Non-binary,Marketing,Finance,23,Onsite,North America
EMP4436,52,Female,Software Engineer,IT,30,Remote,North America
EMP4437,31,Prefer not to say,Marketing,IT,21,Onsite,South America
EMP4438,54,Female,Sales,IT,22,Onsite,Europe
EMP4439,47,Male,Software Engineer,Healthcare,24,Remote,Africa
EMP4440,39,Non-binary,Project Manager,Manufacturing,1,Onsite,Oceania
EMP4441,52,Female,Designer,Manufacturing,34,Onsite,Asia
EMP4442,26,Non-binary,Software Engineer,IT,2,Hybrid,South America
EMP4443,34,Prefer not to say,Project Manager,Education,26,Onsite,North America
EMP4444,26,Non-binary,Data Scientist,Healthcare,18,Remote,Oceania
EMP4445,50,Non-binary,Project Manager,Consulting,5,Remote,South America
EMP4446,51,Non-binary,HR,Retail,20,Onsite,North America
EMP4447,55,Male,Data Scientist,Manufacturing,19,Remote,Oceania
EMP4448,31,Female,Marketing,Healthcare,31,Remote,Europe
EMP4449,48,Male,Data Scientist,Healthcare,24,Remote,South America
EMP4450,43,Prefer not to say,Marketing,Consulting,3,Remote,North America
EMP4451,32,Non-binary,Marketing,Consulting,1,Onsite,Africa
EMP4452,38,Prefer not to say,Sales,Healthcare,24,Remote,Oceania
EMP4453,30,Prefer not to say,Software Engineer,IT,13,Remote,North America
EMP4454,28,Prefer not to say,HR,Finance,29,Onsite,Asia
EMP4455,30,Non-binary,Designer,Manufacturing,28,Remote,Asia
EMP4456,54,Female,Project Manager,Retail,7,Remote,Africa
EMP4457,43,Prefer not to say,Software Engineer,IT,27,Onsite,Europe
EMP4458,40,Non-binary,Sales,Consulting,34,Onsite,Africa
EMP4459,53,Female,Data Scientist,Healthcare,6,Remote,Asia
EMP4460,31,Prefer not to say,Sales,Healthcare,12,Hybrid,South America
EMP4461,35,Prefer not to say,Sales,IT,9,Onsite,Africa
EMP4462,25,Male,Software Engineer,Finance,22,Hybrid,Europe
EMP4463,42,Male,Marketing,Finance,18,Remote,South America
EMP4464,52,Prefer not to say,Data Scientist,Consulting,22,Onsite,South America
EMP4465,58,Prefer not to say,Software Engineer,Healthcare,3,Hybrid,Europe
EMP4466,51,Male,Project Manager,IT,3,Onsite,Asia
EMP4467,55,Non-binary,HR,Consulting,33,Hybrid,North America
EMP4468,30,Female,Marketing,Healthcare,16,Onsite,South America
EMP4469,28,Male,Project Manager,IT,18,Onsite,South America
EMP4470,60,Non-binary,Designer,Retail,13,Onsite,North America
EMP4471,45,Male,Software Engineer,Consulting,13,Onsite,Europe
EMP4472,51,Prefer not to say,Software Engineer,Manufacturing,23,Onsite,Africa
EMP4473,53,Male,Designer,Consulting,7,Hybrid,Africa
EMP4474,24,Non-binary,HR,Manufacturing,4,Onsite,Europe
EMP4475,52,Non-binary,Marketing,Retail,32,Hybrid,Oceania
EMP4476,27,Prefer not to say,Software Engineer,IT,28,Onsite,South America
EMP4477,43,Prefer not to say,HR,Retail,2,Hybrid,Europe
EMP4478,40,Non-binary,Software Engineer,Retail,3,Remote,Africa
EMP4479,36,Female,Marketing,Finance,30,Remote,Asia
EMP4480,22,Female,Data Scientist,Retail,30,Hybrid,South America
EMP4481,33,Male,Designer,Finance,20,Onsite,South America
EMP4482,60,Prefer not to say,Project Manager,Education,23,Onsite,Oceania
EMP4483,28,Male,Designer,Healthcare,6,Remote,Africa
EMP4484,33,Female,Sales,Finance,13,Onsite,Oceania
EMP4485,53,Male,Data Scientist,Healthcare,1,Hybrid,Oceania
EMP4486,56,Male,Project Manager,Education,35,Onsite,Europe
EMP4487,34,Prefer not to say,HR,Education,9,Hybrid,Asia
EMP4488,37,Female,Designer,Retail,10,Remote,Oceania
EMP4489,22,Prefer not to say,Sales,Education,16,Hybrid,North America
EMP4490,44,Non-binary,Data Scientist,Retail,9,Remote,South America
EMP4491,27,Female,Sales,Consulting,5,Remote,Europe
EMP4492,49,Male,HR,Consulting,14,Hybrid,Europe
EMP4493,55,Male,Software Engineer,Finance,9,Onsite,Africa
EMP4494,53,Non-binary,Designer,Manufacturing,5,Remote,South America
EMP4495,38,Prefer not to say,Marketing,Education,35,Hybrid,North America
EMP4496,39,Non-binary,Sales,IT,34,Remote,Asia
EMP4497,56,Non-binary,Marketing,IT,16,Hybrid,Europe
EMP4498,48,Non-binary,Marketing,IT,13,Hybrid,Africa
EMP4499,24,Prefer not to say,Designer,Finance,19,Remote,North America
EMP4500,28,Non-binary,Designer,Manufacturing,2,Onsite,Oceania
EMP4501,58,Prefer not to say,Software Engineer,Retail,18,Hybrid,Asia
EMP4502,35,Female,Software Engineer,Finance,31,Onsite,Africa
EMP4503,60,Female,Designer,Healthcare,5,Hybrid,Asia
EMP4504,54,Prefer not to say,HR,Finance,18,Remote,Europe
EMP4505,30,Female,Marketing,Manufacturing,30,Remote,Africa
EMP4506,46,Non-binary,Software Engineer,Finance,19,Hybrid,Africa
EMP4507,49,Female,Designer,Manufacturing,15,Remote,Oceania
EMP4508,47,Female,HR,Finance,10,Remote,Oceania
EMP4509,26,Prefer not to say,Sales,Healthcare,6,Remote,South America
EMP4510,47,Male,Data Scientist,Retail,20,Hybrid,South America
EMP4511,52,Non-binary,Marketing,Healthcare,35,Hybrid,Asia
EMP4512,27,Prefer not to say,HR,IT,23,Onsite,South America
EMP4513,59,Prefer not to say,Project Manager,IT,8,Hybrid,Europe
EMP4514,45,Prefer not to say,Data Scientist,Retail,12,Remote,Asia
EMP4515,29,Female,Data Scientist,Manufacturing,9,Hybrid,Europe
EMP4516,60,Non-binary,Project Manager,Education,15,Onsite,South America
EMP4517,57,Prefer not to say,Project Manager,Finance,23,Onsite,Oceania
EMP4518,28,Male,Sales,Finance,15,Hybrid,South America
EMP4519,23,Non-binary,Sales,Manufacturing,17,Onsite,Africa
EMP4520,54,Non-binary,Sales,Healthcare,1,Hybrid,South America
EMP4521,25,Non-binary,HR,Healthcare,31,Hybrid,Europe
EMP4522,39,Prefer not to say,Designer,Healthcare,28,Hybrid,North America
EMP4523,55,Prefer not to say,Software Engineer,Consulting,25,Remote,South America
EMP4524,26,Male,Project Manager,Manufacturing,21,Remote,Asia
EMP4525,45,Non-binary,Marketing,Finance,16,Onsite,Africa
EMP4526,56,Male,Designer,Retail,8,Hybrid,Asia
EMP4527,52,Female,Data Scientist,Consulting,20,Onsite,North America
EMP4528,23,Non-binary,Sales,Manufacturing,24,Remote,Europe
EMP4529,43,Female,Marketing,IT,12,Hybrid,North America
EMP4530,49,Male,Designer,Manufacturing,28,Remote,Africa
