Employee_ID,Work_Life_Balance_Rating,Access_to_Mental_Health_Resources,Productivity_Change,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Region
EMP3801,4,Yes,Decrease,Unsatisfied,5,North America
EMP3802,5,Yes,No Change,Unsatisfied,3,Oceania
EMP3803,3,No,Decrease,Unsatisfied,4,Oceania
EMP3804,1,Yes,Decrease,Neutral,4,Africa
EMP3805,2,Yes,Increase,Unsatisfied,2,Oceania
EMP3806,5,No,Decrease,Satisfied,1,North America
EMP3807,1,No,Decrease,Neutral,5,Oceania
EMP3808,2,Yes,Increase,Neutral,3,Africa
EMP3809,1,No,No Change,Neutral,2,Europe
EMP3810,2,Yes,Decrease,Unsatisfied,5,North America
EMP3811,5,Yes,No Change,Satisfied,1,North America
EMP3812,5,Yes,Increase,Neutral,5,North America
EMP3813,2,No,Decrease,Satisfied,4,Africa
EMP3814,4,No,Decrease,Satisfied,3,Europe
EMP3815,1,No,No Change,Satisfied,2,South America
EMP3816,2,Yes,Increase,Unsatisfied,2,Africa
EMP3817,4,No,No Change,Neutral,3,Europe
EMP3818,2,No,No Change,Neutral,1,Oceania
EMP3819,4,Yes,Increase,Unsatisfied,1,Africa
EMP3820,3,No,Increase,Unsatisfied,5,North America
EMP3821,5,Yes,Increase,Unsatisfied,1,Asia
EMP3822,2,No,Decrease,Unsatisfied,3,Africa
EMP3823,4,Yes,No Change,Unsatisfied,2,South America
EMP3824,5,No,Decrease,Satisfied,2,Europe
EMP3825,3,No,Decrease,Satisfied,2,North America
EMP3826,2,No,Decrease,Unsatisfied,1,Africa
EMP3827,1,Yes,No Change,Neutral,2,Europe
EMP3828,5,No,No Change,Unsatisfied,1,Asia
EMP3829,4,Yes,Decrease,Unsatisfied,3,Africa
EMP3830,4,No,Increase,Neutral,5,South America
EMP3831,5,No,Increase,Unsatisfied,2,Oceania
EMP3832,4,Yes,Decrease,Unsatisfied,3,South America
EMP3833,4,No,Decrease,Neutral,4,North America
EMP3834,3,No,No Change,Unsatisfied,5,Oceania
EMP3835,4,No,Increase,Unsatisfied,5,Africa
EMP3836,4,Yes,Decrease,Satisfied,3,Oceania
EMP3837,3,No,No Change,Neutral,2,Europe
EMP3838,2,No,No Change,Neutral,3,Africa
EMP3839,2,No,Increase,Satisfied,5,Africa
EMP3840,2,No,Increase,Unsatisfied,4,South America
EMP3841,1,No,Decrease,Neutral,5,Oceania
EMP3842,2,No,Decrease,Unsatisfied,3,South America
EMP3843,3,No,Increase,Unsatisfied,1,North America
EMP3844,5,No,Decrease,Unsatisfied,5,Europe
EMP3845,3,No,Decrease,Unsatisfied,2,South America
EMP3846,4,No,No Change,Unsatisfied,3,Asia
EMP3847,5,No,No Change,Satisfied,2,Africa
EMP3848,5,No,Increase,Neutral,1,Africa
EMP3849,5,Yes,Decrease,Neutral,3,Asia
EMP3850,4,No,Increase,Neutral,5,Africa
EMP3851,5,No,Increase,Unsatisfied,3,North America
EMP3852,3,No,Decrease,Unsatisfied,3,Asia
EMP3853,5,No,Decrease,Unsatisfied,4,South America
EMP3854,5,Yes,Increase,Neutral,5,Africa
EMP3855,5,No,Decrease,Neutral,5,Africa
EMP3856,5,Yes,No Change,Satisfied,2,Europe
EMP3857,4,Yes,Decrease,Neutral,4,Europe
EMP3858,5,Yes,Decrease,Satisfied,3,North America
EMP3859,4,Yes,No Change,Unsatisfied,5,Europe
EMP3860,4,No,Decrease,Neutral,1,North America
EMP3861,2,No,Decrease,Neutral,4,Oceania
EMP3862,3,No,Increase,Satisfied,4,Asia
EMP3863,3,No,Decrease,Satisfied,1,Oceania
EMP3864,1,No,Decrease,Unsatisfied,1,Asia
EMP3865,4,Yes,Decrease,Satisfied,5,Asia
EMP3866,4,No,Decrease,Satisfied,1,Asia
EMP3867,5,Yes,Increase,Satisfied,3,Europe
EMP3868,1,No,No Change,Neutral,2,Oceania
EMP3869,4,No,No Change,Satisfied,2,Oceania
EMP3870,1,Yes,Increase,Satisfied,4,Oceania
EMP3871,2,No,No Change,Neutral,4,Asia
EMP3872,4,No,Increase,Satisfied,3,South America
EMP3873,1,No,Decrease,Neutral,4,Africa
EMP3874,2,Yes,Increase,Unsatisfied,3,Europe
EMP3875,4,No,No Change,Unsatisfied,2,Europe
EMP3876,4,No,No Change,Neutral,5,South America
EMP3877,5,No,Decrease,Neutral,1,North America
EMP3878,2,Yes,Increase,Satisfied,3,Africa
EMP3879,4,No,Decrease,Unsatisfied,3,North America
EMP3880,4,No,Increase,Satisfied,2,South America
EMP3881,1,No,Decrease,Unsatisfied,3,Europe
EMP3882,2,No,No Change,Unsatisfied,4,Oceania
EMP3883,5,No,Decrease,Satisfied,3,Asia
EMP3884,1,Yes,Decrease,Unsatisfied,4,Africa
EMP3885,4,No,Increase,Neutral,5,Europe
EMP3886,1,No,Decrease,Neutral,5,North America
EMP3887,3,Yes,No Change,Unsatisfied,1,Europe
EMP3888,2,No,Decrease,Satisfied,4,South America
EMP3889,4,No,Increase,Satisfied,1,Oceania
EMP3890,3,No,Decrease,Satisfied,2,Europe
EMP3891,3,No,No Change,Neutral,3,Oceania
EMP3892,5,No,Increase,Neutral,5,Africa
EMP3893,1,No,Increase,Satisfied,3,South America
EMP3894,3,Yes,Increase,Neutral,1,South America
EMP3895,1,Yes,Increase,Satisfied,2,Asia
EMP3896,3,No,No Change,Unsatisfied,5,Oceania
EMP3897,2,No,No Change,Satisfied,2,Africa
EMP3898,5,No,No Change,Satisfied,1,Europe
EMP3899,5,No,Decrease,Neutral,2,Asia
EMP3900,1,Yes,Decrease,Satisfied,1,Europe
EMP3901,3,No,Increase,Unsatisfied,4,Asia
EMP3902,3,Yes,Decrease,Neutral,2,South America
EMP3903,4,Yes,No Change,Neutral,4,South America
EMP3904,4,Yes,Decrease,Neutral,2,Oceania
EMP3905,5,No,No Change,Neutral,3,Europe
EMP3906,3,Yes,Increase,Unsatisfied,2,Europe
EMP3907,3,No,Decrease,Neutral,3,Oceania
EMP3908,5,Yes,Decrease,Satisfied,2,Oceania
EMP3909,4,Yes,Increase,Unsatisfied,1,North America
EMP3910,5,Yes,Decrease,Unsatisfied,2,Europe
EMP3911,5,No,Increase,Neutral,3,Europe
EMP3912,4,No,No Change,Unsatisfied,2,Asia
EMP3913,1,No,Increase,Satisfied,2,North America
EMP3914,4,No,No Change,Satisfied,1,South America
EMP3915,4,Yes,Increase,Unsatisfied,3,Asia
EMP3916,4,No,Decrease,Neutral,2,Asia
EMP3917,4,No,No Change,Unsatisfied,4,Asia
EMP3918,4,No,No Change,Unsatisfied,2,Africa
EMP3919,2,Yes,No Change,Unsatisfied,3,Europe
EMP3920,2,No,Decrease,Satisfied,4,North America
EMP3921,1,No,Increase,Neutral,4,South America
EMP3922,2,No,Increase,Unsatisfied,3,North America
EMP3923,3,Yes,Increase,Neutral,1,South America
EMP3924,4,No,Decrease,Neutral,3,North America
EMP3925,3,Yes,Increase,Unsatisfied,5,South America
EMP3926,1,No,Increase,Unsatisfied,4,Africa
EMP3927,3,No,No Change,Neutral,5,North America
EMP3928,2,No,Decrease,Unsatisfied,2,North America
EMP3929,2,Yes,Decrease,Satisfied,3,Asia
EMP3930,1,Yes,No Change,Neutral,3,Europe
EMP3931,5,No,No Change,Unsatisfied,2,North America
EMP3932,5,Yes,No Change,Satisfied,2,Asia
EMP3933,1,Yes,Decrease,Unsatisfied,1,Oceania
EMP3934,2,No,Decrease,Neutral,2,North America
EMP3935,4,Yes,No Change,Neutral,4,North America
EMP3936,3,No,Increase,Neutral,5,South America
EMP3937,1,No,Decrease,Satisfied,3,Africa
EMP3938,4,Yes,Decrease,Satisfied,2,Asia
EMP3939,3,No,Increase,Neutral,4,Oceania
EMP3940,3,No,No Change,Unsatisfied,2,Africa
EMP3941,3,No,Increase,Neutral,2,Europe
EMP3942,5,No,Increase,Neutral,3,Europe
EMP3943,4,Yes,No Change,Neutral,1,Asia
EMP3944,1,No,No Change,Satisfied,3,Oceania
EMP3945,1,No,Increase,Neutral,3,North America
EMP3946,2,Yes,No Change,Satisfied,2,Oceania
EMP3947,3,No,Decrease,Neutral,4,Oceania
EMP3948,3,No,No Change,Satisfied,5,Oceania
EMP3949,1,No,Decrease,Satisfied,3,Asia
EMP3950,1,No,Decrease,Unsatisfied,3,Asia
EMP3951,2,No,Increase,Neutral,1,Asia
EMP3952,1,Yes,Increase,Unsatisfied,2,North America
EMP3953,5,Yes,Increase,Neutral,1,Oceania
EMP3954,1,No,Increase,Neutral,3,Europe
EMP3955,4,No,Decrease,Unsatisfied,4,South America
EMP3956,2,No,Increase,Satisfied,2,North America
EMP3957,2,Yes,Increase,Neutral,5,Oceania
EMP3958,3,No,No Change,Unsatisfied,2,North America
EMP3959,3,Yes,Decrease,Neutral,1,Asia
EMP3960,1,No,Increase,Satisfied,2,South America
EMP3961,3,Yes,Decrease,Neutral,2,South America
EMP3962,2,No,No Change,Neutral,2,Europe
EMP3963,4,No,Increase,Unsatisfied,1,Europe
EMP3964,1,Yes,No Change,Neutral,3,Africa
EMP3965,2,No,Decrease,Unsatisfied,2,Asia
EMP3966,4,No,Decrease,Satisfied,2,Oceania
EMP3967,5,Yes,Decrease,Satisfied,1,Oceania
EMP3968,3,Yes,Decrease,Satisfied,4,Asia
EMP3969,4,No,Decrease,Unsatisfied,3,Oceania
EMP3970,3,No,No Change,Satisfied,3,Asia
EMP3971,1,No,No Change,Satisfied,4,Africa
EMP3972,5,No,Decrease,Unsatisfied,2,Africa
EMP3973,2,No,Decrease,Satisfied,4,Oceania
EMP3974,1,Yes,Decrease,Satisfied,5,North America
EMP3975,3,Yes,No Change,Satisfied,2,Africa
EMP3976,2,No,Increase,Neutral,3,Africa
EMP3977,1,No,No Change,Unsatisfied,3,Europe
EMP3978,3,Yes,Decrease,Unsatisfied,3,Oceania
EMP3979,4,Yes,Increase,Satisfied,1,Africa
EMP3980,1,Yes,No Change,Satisfied,1,Asia
EMP3981,4,Yes,Decrease,Unsatisfied,1,South America
EMP3982,2,Yes,Increase,Unsatisfied,2,Oceania
EMP3983,2,No,Decrease,Satisfied,2,North America
EMP3984,1,Yes,No Change,Satisfied,2,South America
EMP3985,1,Yes,No Change,Unsatisfied,2,Africa
EMP3986,5,Yes,Decrease,Satisfied,2,Europe
EMP3987,3,No,No Change,Neutral,2,South America
EMP3988,1,No,Decrease,Unsatisfied,4,Oceania
EMP3989,2,No,Decrease,Satisfied,5,Asia
EMP3990,3,No,No Change,Satisfied,2,Africa
EMP3991,4,Yes,Decrease,Neutral,3,Oceania
EMP3992,4,No,No Change,Unsatisfied,1,North America
EMP3993,1,Yes,No Change,Neutral,3,South America
EMP3994,3,No,Decrease,Satisfied,3,Oceania
EMP3995,1,Yes,Decrease,Unsatisfied,3,Asia
EMP3996,4,No,Decrease,Neutral,5,Europe
EMP3997,3,No,Increase,Satisfied,1,Oceania
EMP3998,4,Yes,Increase,Satisfied,5,North America
EMP3999,1,Yes,No Change,Unsatisfied,4,South America
EMP4000,5,No,Decrease,Unsatisfied,1,Europe
EMP4001,1,No,Increase,Neutral,2,Europe
EMP4002,4,No,No Change,Neutral,1,Asia
EMP4003,1,Yes,Decrease,Unsatisfied,5,Africa
EMP4004,1,Yes,Increase,Unsatisfied,1,Asia
EMP4005,2,No,Increase,Satisfied,1,South America
EMP4006,2,No,Increase,Satisfied,3,Oceania
EMP4007,4,Yes,Decrease,Neutral,4,South America
EMP4008,4,No,No Change,Satisfied,5,North America
EMP4009,4,Yes,Increase,Neutral,3,Asia
EMP4010,1,Yes,Decrease,Unsatisfied,4,Oceania
EMP4011,2,Yes,Decrease,Neutral,5,Africa
EMP4012,3,Yes,Increase,Unsatisfied,4,North America
EMP4013,1,No,Increase,Satisfied,5,Asia
EMP4014,2,Yes,No Change,Neutral,1,Africa
EMP4015,1,Yes,Increase,Satisfied,5,Oceania
EMP4016,5,Yes,Increase,Unsatisfied,2,South America
EMP4017,1,No,Decrease,Neutral,3,Africa
EMP4018,4,No,Decrease,Neutral,5,North America
EMP4019,5,No,No Change,Satisfied,3,Africa
EMP4020,4,No,Decrease,Satisfied,1,South America
EMP4021,5,Yes,Decrease,Unsatisfied,2,Oceania
EMP4022,3,No,Decrease,Neutral,4,Oceania
EMP4023,1,Yes,No Change,Satisfied,4,Europe
EMP4024,2,Yes,No Change,Satisfied,5,Oceania
EMP4025,3,Yes,No Change,Satisfied,2,Europe
EMP4026,4,Yes,Increase,Neutral,2,Africa
EMP4027,4,Yes,Increase,Unsatisfied,4,Africa
EMP4028,5,Yes,Increase,Satisfied,3,Oceania
EMP4029,3,No,No Change,Unsatisfied,4,Oceania
EMP4030,4,Yes,Increase,Neutral,2,Europe
EMP4031,5,No,Increase,Unsatisfied,3,North America
EMP4032,3,No,Increase,Neutral,2,Oceania
EMP4033,1,Yes,Decrease,Neutral,1,Asia
EMP4034,5,Yes,No Change,Satisfied,3,Africa
EMP4035,1,No,Increase,Neutral,5,Africa
EMP4036,2,No,No Change,Unsatisfied,2,Europe
EMP4037,2,Yes,Decrease,Satisfied,1,Oceania
EMP4038,4,Yes,No Change,Unsatisfied,2,Oceania
EMP4039,4,Yes,Increase,Unsatisfied,1,South America
EMP4040,5,No,Increase,Neutral,5,Africa
EMP4041,5,No,No Change,Neutral,3,Asia
EMP4042,2,Yes,Increase,Satisfied,3,South America
EMP4043,3,Yes,Decrease,Neutral,5,Asia
EMP4044,2,Yes,No Change,Unsatisfied,2,Oceania
EMP4045,3,Yes,No Change,Neutral,5,North America
EMP4046,3,No,Increase,Unsatisfied,3,South America
EMP4047,3,Yes,Increase,Neutral,3,Asia
EMP4048,4,Yes,Increase,Neutral,4,Oceania
EMP4049,3,Yes,Decrease,Unsatisfied,3,Europe
EMP4050,1,No,Increase,Neutral,2,South America
EMP4051,4,No,No Change,Satisfied,2,North America
EMP4052,3,No,Decrease,Neutral,1,North America
EMP4053,4,No,Increase,Neutral,4,Asia
EMP4054,4,No,Decrease,Unsatisfied,1,Oceania
EMP4055,1,No,Increase,Unsatisfied,3,Asia
EMP4056,4,Yes,No Change,Neutral,3,North America
EMP4057,1,Yes,Decrease,Satisfied,3,Asia
EMP4058,5,No,Decrease,Neutral,3,Africa
EMP4059,1,Yes,No Change,Unsatisfied,2,Europe
EMP4060,5,No,No Change,Satisfied,1,South America
EMP4061,5,Yes,No Change,Unsatisfied,5,Africa
EMP4062,2,No,Increase,Unsatisfied,2,Africa
EMP4063,2,Yes,Decrease,Satisfied,2,North America
EMP4064,5,Yes,Decrease,Satisfied,4,Oceania
EMP4065,4,Yes,Decrease,Satisfied,1,South America
EMP4066,1,No,Decrease,Satisfied,5,Oceania
EMP4067,5,Yes,Decrease,Satisfied,3,North America
EMP4068,5,No,No Change,Satisfied,2,North America
EMP4069,1,Yes,Decrease,Satisfied,1,Asia
EMP4070,3,Yes,Increase,Neutral,2,Asia
EMP4071,4,Yes,Decrease,Unsatisfied,5,Oceania
EMP4072,5,No,No Change,Satisfied,2,Africa
EMP4073,1,No,Decrease,Satisfied,2,South America
EMP4074,3,Yes,No Change,Satisfied,2,Oceania
EMP4075,5,Yes,Increase,Unsatisfied,2,Asia
EMP4076,3,Yes,Increase,Unsatisfied,1,Asia
EMP4077,1,Yes,Increase,Satisfied,1,Africa
EMP4078,4,No,No Change,Unsatisfied,4,Asia
EMP4079,5,No,Decrease,Neutral,2,Oceania
EMP4080,3,No,Increase,Unsatisfied,5,South America
EMP4081,3,Yes,No Change,Unsatisfied,2,South America
EMP4082,4,Yes,No Change,Satisfied,3,North America
EMP4083,2,Yes,Decrease,Neutral,4,South America
EMP4084,1,No,Decrease,Satisfied,5,Asia
EMP4085,1,No,Decrease,Unsatisfied,5,North America
EMP4086,1,No,Decrease,Neutral,4,Asia
EMP4087,3,No,No Change,Satisfied,1,South America
EMP4088,4,No,No Change,Neutral,1,Africa
EMP4089,3,Yes,Increase,Unsatisfied,3,North America
EMP4090,2,Yes,Decrease,Satisfied,5,Asia
EMP4091,4,No,Increase,Neutral,1,North America
EMP4092,3,Yes,No Change,Neutral,5,North America
EMP4093,5,No,No Change,Unsatisfied,1,Oceania
EMP4094,3,No,Decrease,Satisfied,4,Asia
EMP4095,1,No,Increase,Satisfied,3,South America
EMP4096,1,Yes,Increase,Satisfied,3,North America
EMP4097,2,No,No Change,Unsatisfied,4,South America
EMP4098,5,No,Increase,Unsatisfied,2,Europe
EMP4099,4,Yes,Increase,Neutral,4,Africa
EMP4100,3,No,No Change,Satisfied,4,Africa
EMP4101,1,No,No Change,Neutral,5,Europe
EMP4102,1,No,Decrease,Satisfied,3,Oceania
EMP4103,2,Yes,No Change,Satisfied,4,Asia
EMP4104,2,Yes,Decrease,Satisfied,5,Asia
EMP4105,4,No,Increase,Unsatisfied,2,Africa
EMP4106,2,No,No Change,Neutral,5,Oceania
EMP4107,3,Yes,Decrease,Neutral,5,Oceania
EMP4108,2,Yes,Increase,Neutral,4,North America
EMP4109,3,Yes,No Change,Neutral,2,Oceania
EMP4110,4,Yes,Increase,Unsatisfied,4,Oceania
EMP4111,1,Yes,No Change,Unsatisfied,5,Oceania
EMP4112,4,Yes,No Change,Neutral,5,North America
EMP4113,2,No,No Change,Satisfied,4,Oceania
EMP4114,4,No,Increase,Unsatisfied,3,South America
EMP4115,5,No,No Change,Neutral,2,Oceania
EMP4116,1,No,Decrease,Satisfied,1,North America
EMP4117,1,Yes,No Change,Neutral,5,Europe
EMP4118,2,No,No Change,Unsatisfied,1,North America
EMP4119,3,No,No Change,Unsatisfied,5,North America
EMP4120,1,Yes,No Change,Neutral,4,South America
EMP4121,3,No,Decrease,Unsatisfied,3,Asia
EMP4122,4,Yes,No Change,Neutral,2,South America
EMP4123,1,No,No Change,Neutral,1,North America
EMP4124,1,No,Decrease,Satisfied,3,Europe
EMP4125,2,No,No Change,Unsatisfied,1,Africa
EMP4126,5,No,No Change,Unsatisfied,3,South America
EMP4127,5,Yes,Decrease,Unsatisfied,2,Oceania
EMP4128,3,No,Decrease,Unsatisfied,4,Africa
EMP4129,1,No,Increase,Satisfied,3,Europe
EMP4130,4,No,No Change,Neutral,2,Asia
EMP4131,2,Yes,Decrease,Neutral,3,Oceania
EMP4132,5,Yes,Increase,Satisfied,5,North America
EMP4133,4,No,Increase,Neutral,2,Africa
EMP4134,3,Yes,Increase,Satisfied,2,Asia
EMP4135,4,Yes,Increase,Neutral,3,Europe
EMP4136,1,No,No Change,Neutral,1,Europe
EMP4137,2,Yes,No Change,Unsatisfied,2,Oceania
EMP4138,2,Yes,Increase,Satisfied,5,Africa
EMP4139,5,No,Increase,Satisfied,1,Africa
EMP4140,2,Yes,No Change,Satisfied,1,Africa
EMP4141,2,Yes,No Change,Unsatisfied,5,Asia
EMP4142,3,Yes,Increase,Neutral,4,Oceania
EMP4143,3,Yes,No Change,Unsatisfied,2,South America
EMP4144,3,No,No Change,Satisfied,3,North America
EMP4145,2,Yes,Decrease,Unsatisfied,5,Africa
EMP4146,4,No,Decrease,Unsatisfied,1,Europe
EMP4147,1,Yes,No Change,Satisfied,2,South America
EMP4148,3,No,Increase,Unsatisfied,2,Oceania
EMP4149,4,Yes,Increase,Unsatisfied,1,Africa
EMP4150,2,No,Increase,Unsatisfied,5,North America
EMP4151,3,No,Increase,Unsatisfied,1,Europe
EMP4152,5,Yes,No Change,Satisfied,5,Africa
EMP4153,3,No,Decrease,Satisfied,4,South America
EMP4154,3,No,Decrease,Unsatisfied,5,Europe
EMP4155,5,No,Increase,Unsatisfied,4,Oceania
EMP4156,3,No,No Change,Satisfied,3,South America
EMP4157,4,No,Decrease,Unsatisfied,3,Europe
EMP4158,1,Yes,No Change,Unsatisfied,5,Asia
EMP4159,1,No,Decrease,Satisfied,5,Africa
EMP4160,3,Yes,Decrease,Unsatisfied,2,Europe
EMP4161,5,No,No Change,Satisfied,5,North America
EMP4162,3,No,No Change,Unsatisfied,1,North America
EMP4163,3,No,Decrease,Unsatisfied,3,Asia
EMP4164,5,Yes,Decrease,Neutral,2,Africa
EMP4165,2,No,Decrease,Unsatisfied,3,North America
EMP4166,5,No,No Change,Satisfied,2,Oceania
EMP4167,4,Yes,Decrease,Satisfied,2,Asia
EMP4168,3,No,Decrease,Unsatisfied,1,North America
EMP4169,5,Yes,Decrease,Unsatisfied,3,North America
EMP4170,2,Yes,No Change,Neutral,4,Oceania
EMP4171,2,Yes,No Change,Satisfied,3,Oceania
EMP4172,5,Yes,No Change,Unsatisfied,2,Asia
EMP4173,5,No,No Change,Neutral,4,South America
EMP4174,1,Yes,Increase,Unsatisfied,4,Europe
EMP4175,4,Yes,Increase,Unsatisfied,3,Europe
EMP4176,5,Yes,Decrease,Satisfied,1,Europe
EMP4177,1,Yes,Increase,Unsatisfied,4,Africa
EMP4178,3,No,No Change,Unsatisfied,5,North America
EMP4179,5,No,No Change,Unsatisfied,5,North America
EMP4180,3,No,Increase,Neutral,2,Europe
EMP4181,5,Yes,No Change,Unsatisfied,3,Africa
EMP4182,4,No,Increase,Satisfied,3,Europe
EMP4183,3,No,No Change,Unsatisfied,5,Africa
EMP4184,5,Yes,Decrease,Unsatisfied,4,Asia
EMP4185,2,No,No Change,Neutral,1,Asia
EMP4186,5,No,Decrease,Neutral,2,North America
EMP4187,4,Yes,No Change,Satisfied,3,Africa
EMP4188,3,No,Decrease,Unsatisfied,1,Europe
EMP4189,1,Yes,Decrease,Unsatisfied,1,South America
EMP4190,1,No,No Change,Neutral,1,Africa
EMP4191,5,No,No Change,Neutral,3,Europe
EMP4192,3,Yes,Increase,Unsatisfied,1,Europe
EMP4193,1,No,Increase,Satisfied,3,Oceania
EMP4194,3,Yes,Increase,Unsatisfied,3,South America
EMP4195,3,Yes,Decrease,Unsatisfied,4,Asia
EMP4196,1,No,No Change,Satisfied,2,Oceania
EMP4197,4,Yes,No Change,Unsatisfied,3,Oceania
EMP4198,5,No,Decrease,Satisfied,3,South America
EMP4199,4,No,Decrease,Unsatisfied,1,Asia
EMP4200,2,Yes,Increase,Satisfied,5,South America
EMP4201,2,No,Increase,Neutral,2,Europe
EMP4202,2,No,Increase,Satisfied,1,South America
EMP4203,3,No,No Change,Unsatisfied,5,Asia
EMP4204,4,No,No Change,Unsatisfied,4,Asia
EMP4205,5,No,Decrease,Unsatisfied,2,Asia
EMP4206,3,No,Decrease,Neutral,2,Africa
EMP4207,1,Yes,Increase,Satisfied,4,South America
EMP4208,2,No,Decrease,Satisfied,1,Asia
EMP4209,1,Yes,Decrease,Neutral,3,Asia
EMP4210,5,No,No Change,Satisfied,2,North America
EMP4211,2,No,Decrease,Unsatisfied,5,Africa
EMP4212,5,Yes,No Change,Unsatisfied,4,Africa
EMP4213,2,Yes,Increase,Unsatisfied,1,Asia
EMP4214,2,No,No Change,Satisfied,4,South America
EMP4215,5,No,Increase,Neutral,3,Africa
EMP4216,2,Yes,Decrease,Unsatisfied,2,Africa
EMP4217,1,No,No Change,Unsatisfied,5,North America
EMP4218,4,No,Increase,Neutral,3,Africa
EMP4219,2,Yes,No Change,Unsatisfied,3,Europe
EMP4220,1,No,Decrease,Satisfied,1,Africa
EMP4221,4,No,Decrease,Unsatisfied,3,North America
EMP4222,4,Yes,Decrease,Unsatisfied,2,Asia
EMP4223,4,No,Increase,Satisfied,5,Oceania
EMP4224,1,Yes,Decrease,Unsatisfied,5,Europe
EMP4225,5,No,No Change,Satisfied,3,North America
EMP4226,3,Yes,No Change,Neutral,4,Africa
EMP4227,2,No,Decrease,Neutral,4,Africa
EMP4228,3,No,Increase,Neutral,4,Oceania
EMP4229,4,Yes,No Change,Satisfied,4,Oceania
EMP4230,4,Yes,No Change,Unsatisfied,2,Asia
EMP4231,2,No,No Change,Unsatisfied,2,Europe
EMP4232,3,Yes,Increase,Neutral,3,South America
EMP4233,2,No,Decrease,Unsatisfied,2,Europe
EMP4234,1,No,No Change,Unsatisfied,4,Africa
EMP4235,2,No,Decrease,Satisfied,4,Oceania
EMP4236,1,No,Decrease,Neutral,1,Oceania
EMP4237,2,Yes,No Change,Satisfied,1,Asia
EMP4238,3,No,Decrease,Neutral,1,Oceania
EMP4239,2,Yes,Decrease,Unsatisfied,2,Africa
EMP4240,4,Yes,Increase,Unsatisfied,2,North America
EMP4241,3,No,No Change,Unsatisfied,5,Europe
EMP4242,2,Yes,Decrease,Satisfied,2,North America
EMP4243,2,Yes,Increase,Satisfied,2,Africa
EMP4244,2,No,Decrease,Satisfied,2,Asia
EMP4245,3,Yes,No Change,Unsatisfied,4,Oceania
EMP4246,4,No,Increase,Satisfied,4,Oceania
EMP4247,4,Yes,Decrease,Neutral,3,South America
EMP4248,1,No,No Change,Satisfied,3,North America
EMP4249,2,Yes,Decrease,Satisfied,5,Oceania
EMP4250,3,Yes,Decrease,Unsatisfied,5,South America
EMP4251,1,Yes,Decrease,Satisfied,4,Oceania
EMP4252,3,No,Increase,Neutral,1,Africa
EMP4253,5,No,No Change,Neutral,2,South America
EMP4254,1,No,Decrease,Unsatisfied,2,South America
EMP4255,3,No,Decrease,Satisfied,4,Asia
EMP4256,5,Yes,Increase,Satisfied,5,Europe
EMP4257,5,Yes,No Change,Satisfied,2,Asia
EMP4258,5,Yes,Increase,Neutral,5,Asia
EMP4259,3,No,Increase,Satisfied,2,North America
EMP4260,4,Yes,Decrease,Unsatisfied,4,North America
EMP4261,2,Yes,No Change,Unsatisfied,1,South America
EMP4262,3,Yes,Decrease,Unsatisfied,2,North America
EMP4263,4,No,No Change,Satisfied,2,North America
EMP4264,5,No,Decrease,Unsatisfied,3,Asia
EMP4265,4,No,Decrease,Satisfied,4,South America
EMP4266,1,Yes,No Change,Neutral,5,Oceania
EMP4267,1,Yes,Decrease,Unsatisfied,1,Europe
EMP4268,2,Yes,No Change,Satisfied,5,South America
EMP4269,4,No,Increase,Neutral,2,North America
EMP4270,2,Yes,No Change,Neutral,5,North America
EMP4271,5,No,No Change,Satisfied,3,North America
EMP4272,4,No,Increase,Unsatisfied,2,Asia
EMP4273,2,No,Increase,Satisfied,2,North America
EMP4274,1,No,Decrease,Neutral,4,Asia
EMP4275,1,Yes,No Change,Satisfied,1,North America
EMP4276,5,No,Decrease,Unsatisfied,4,Africa
EMP4277,2,No,Increase,Satisfied,5,North America
EMP4278,2,No,No Change,Satisfied,4,Africa
EMP4279,1,Yes,Decrease,Satisfied,3,Asia
EMP4280,2,No,No Change,Unsatisfied,1,Oceania
EMP4281,3,Yes,Decrease,Neutral,2,North America
EMP4282,4,No,No Change,Unsatisfied,1,North America
EMP4283,2,Yes,Decrease,Unsatisfied,1,Africa
EMP4284,4,No,No Change,Unsatisfied,4,Europe
EMP4285,3,Yes,Decrease,Neutral,2,Europe
EMP4286,5,Yes,No Change,Satisfied,3,Oceania
EMP4287,4,Yes,Decrease,Unsatisfied,2,Europe
EMP4288,2,Yes,No Change,Satisfied,2,Europe
EMP4289,5,Yes,No Change,Unsatisfied,2,North America
EMP4290,3,Yes,Decrease,Neutral,4,North America
EMP4291,5,No,No Change,Neutral,1,Europe
EMP4292,3,Yes,Increase,Neutral,1,Oceania
EMP4293,3,Yes,No Change,Satisfied,4,Asia
EMP4294,3,Yes,No Change,Unsatisfied,2,North America
EMP4295,3,Yes,Decrease,Neutral,2,South America
EMP4296,4,No,No Change,Unsatisfied,4,Asia
EMP4297,1,Yes,No Change,Unsatisfied,1,Asia
EMP4298,3,Yes,Decrease,Satisfied,3,Oceania
EMP4299,4,Yes,Decrease,Unsatisfied,3,South America
EMP4300,1,Yes,Increase,Satisfied,4,Asia
EMP4301,1,No,Increase,Unsatisfied,2,North America
EMP4302,4,Yes,Increase,Unsatisfied,1,South America
EMP4303,1,No,No Change,Satisfied,3,Africa
EMP4304,2,Yes,No Change,Neutral,2,North America
