Employee_ID,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings
EMP3801,HR,Consulting,32,Onsite,24,7
EMP3802,Data Scientist,Manufacturing,21,Onsite,38,2
EMP3803,Data Scientist,IT,7,Remote,32,6
EMP3804,Sales,Healthcare,31,Onsite,59,15
EMP3805,Designer,Manufacturing,7,Hybrid,39,13
EMP3806,Designer,Healthcare,28,Remote,23,5
EMP3807,Sales,Education,14,Hybrid,31,11
EMP3808,Marketing,IT,20,Hybrid,41,9
EMP3809,Software Engineer,Education,19,Remote,37,2
EMP3810,Sales,Healthcare,30,Remote,37,10
EMP3811,Designer,Manufacturing,11,Onsite,28,7
EMP3812,Sales,IT,23,Remote,59,15
EMP3813,Sales,IT,1,Onsite,57,15
EMP3814,Marketing,Finance,7,Onsite,53,0
EMP3815,Project Manager,Education,6,Remote,26,0
EMP3816,HR,Finance,6,Hybrid,25,15
EMP3817,Project Manager,Retail,28,Remote,21,7
EMP3818,Marketing,IT,15,Remote,59,1
EMP3819,HR,Healthcare,30,Hybrid,48,2
EMP3820,Sales,Retail,13,Onsite,38,6
EMP3821,Sales,Retail,14,Remote,37,9
EMP3822,Designer,Education,31,Onsite,28,13
EMP3823,Software Engineer,Finance,26,Remote,33,8
EMP3824,Marketing,Finance,33,Onsite,51,15
EMP3825,Data Scientist,Retail,5,Remote,44,6
EMP3826,Project Manager,Finance,29,Onsite,42,9
EMP3827,Data Scientist,Manufacturing,10,Remote,52,2
EMP3828,Software Engineer,Manufacturing,13,Remote,24,2
EMP3829,HR,Consulting,32,Onsite,40,15
EMP3830,HR,Manufacturing,10,Remote,53,1
EMP3831,Designer,IT,6,Onsite,45,1
EMP3832,HR,Education,29,Remote,38,8
EMP3833,Software Engineer,Healthcare,11,Hybrid,24,12
EMP3834,HR,Finance,4,Onsite,31,14
EMP3835,Marketing,Retail,32,Remote,59,6
EMP3836,Sales,Finance,19,Onsite,58,15
EMP3837,Sales,IT,21,Onsite,28,2
EMP3838,Marketing,Consulting,19,Hybrid,33,0
EMP3839,Designer,Healthcare,11,Remote,56,9
EMP3840,Software Engineer,IT,24,Hybrid,32,12
EMP3841,Project Manager,Finance,26,Onsite,38,10
EMP3842,HR,Finance,32,Onsite,43,15
EMP3843,Data Scientist,Manufacturing,10,Hybrid,36,5
EMP3844,HR,Retail,9,Remote,57,1
EMP3845,Sales,Retail,18,Onsite,55,15
EMP3846,Software Engineer,Healthcare,5,Onsite,37,5
EMP3847,Designer,Consulting,29,Hybrid,22,15
EMP3848,HR,Finance,15,Hybrid,40,1
EMP3849,Project Manager,Consulting,34,Hybrid,36,9
EMP3850,Project Manager,Healthcare,16,Onsite,57,2
EMP3851,Designer,Retail,34,Remote,52,1
EMP3852,Designer,Consulting,17,Onsite,54,10
EMP3853,Data Scientist,IT,11,Remote,49,14
EMP3854,Data Scientist,Education,6,Remote,30,12
EMP3855,Project Manager,Education,34,Onsite,26,1
EMP3856,Marketing,Retail,7,Hybrid,38,15
EMP3857,Project Manager,IT,17,Remote,27,12
EMP3858,Software Engineer,Retail,11,Onsite,31,8
EMP3859,Project Manager,IT,34,Onsite,33,11
EMP3860,Sales,Education,1,Onsite,48,10
EMP3861,Project Manager,Finance,23,Onsite,20,13
EMP3862,Sales,IT,25,Remote,47,0
EMP3863,Sales,IT,10,Onsite,40,6
EMP3864,Sales,Finance,35,Remote,30,15
EMP3865,Sales,IT,18,Hybrid,52,0
EMP3866,Sales,IT,20,Hybrid,48,5
EMP3867,Project Manager,Finance,23,Remote,41,0
EMP3868,Sales,Manufacturing,19,Onsite,54,7
EMP3869,Marketing,IT,32,Hybrid,41,5
EMP3870,Sales,Manufacturing,34,Onsite,40,1
EMP3871,Software Engineer,IT,12,Hybrid,43,9
EMP3872,HR,Healthcare,8,Remote,55,11
EMP3873,HR,Retail,11,Remote,46,5
EMP3874,Software Engineer,Consulting,22,Hybrid,36,14
EMP3875,Data Scientist,Finance,7,Remote,54,5
EMP3876,Designer,Education,26,Remote,34,0
EMP3877,Data Scientist,Education,20,Onsite,41,15
EMP3878,Designer,Retail,2,Onsite,53,12
EMP3879,Project Manager,Consulting,10,Hybrid,46,9
EMP3880,Project Manager,Manufacturing,23,Remote,35,1
EMP3881,Project Manager,Healthcare,35,Onsite,44,8
EMP3882,Software Engineer,Education,11,Remote,20,6
EMP3883,Project Manager,Consulting,22,Remote,37,10
EMP3884,Project Manager,Finance,25,Onsite,57,9
EMP3885,Sales,Finance,14,Onsite,20,4
EMP3886,Marketing,Manufacturing,5,Hybrid,54,6
EMP3887,Marketing,IT,35,Remote,53,7
EMP3888,Marketing,Healthcare,18,Onsite,53,10
EMP3889,Marketing,Manufacturing,15,Hybrid,25,13
EMP3890,Data Scientist,Consulting,9,Remote,28,7
EMP3891,Marketing,Finance,18,Hybrid,42,7
EMP3892,Designer,Healthcare,8,Remote,44,11
EMP3893,Sales,Manufacturing,1,Remote,23,13
EMP3894,Software Engineer,Retail,32,Hybrid,57,9
EMP3895,Data Scientist,Education,8,Onsite,41,0
EMP3896,Designer,Education,33,Hybrid,42,12
EMP3897,Designer,Manufacturing,22,Remote,56,13
EMP3898,HR,Healthcare,16,Onsite,23,13
EMP3899,Project Manager,Education,15,Hybrid,58,1
EMP3900,Data Scientist,Consulting,32,Hybrid,43,14
EMP3901,HR,IT,16,Onsite,41,11
EMP3902,HR,Finance,19,Remote,33,6
EMP3903,HR,Manufacturing,33,Onsite,53,13
EMP3904,HR,Consulting,22,Hybrid,23,5
EMP3905,Designer,Finance,8,Onsite,21,15
EMP3906,Project Manager,IT,3,Remote,28,3
EMP3907,Project Manager,Healthcare,19,Hybrid,52,10
EMP3908,Software Engineer,Consulting,5,Remote,38,1
EMP3909,Designer,Manufacturing,5,Hybrid,25,13
EMP3910,Marketing,Healthcare,24,Remote,49,13
EMP3911,Software Engineer,IT,14,Remote,37,11
EMP3912,Software Engineer,Education,35,Remote,33,13
EMP3913,Designer,Finance,11,Remote,42,9
EMP3914,Software Engineer,Retail,24,Onsite,42,0
EMP3915,HR,Consulting,28,Hybrid,23,4
EMP3916,Project Manager,Healthcare,34,Onsite,50,10
EMP3917,Marketing,Consulting,9,Remote,37,9
EMP3918,Data Scientist,Healthcare,17,Hybrid,59,9
EMP3919,Project Manager,Finance,10,Hybrid,34,3
EMP3920,Marketing,Education,27,Onsite,59,11
EMP3921,Sales,IT,25,Onsite,50,4
EMP3922,Data Scientist,Education,31,Hybrid,34,6
EMP3923,Data Scientist,Retail,9,Remote,27,5
EMP3924,Marketing,Healthcare,24,Onsite,42,3
EMP3925,Marketing,Healthcare,5,Hybrid,50,9
EMP3926,Designer,IT,15,Onsite,41,12
EMP3927,Project Manager,Healthcare,8,Remote,29,5
EMP3928,Project Manager,Manufacturing,29,Hybrid,28,1
EMP3929,HR,Manufacturing,24,Onsite,20,7
EMP3930,Sales,Finance,33,Onsite,51,7
EMP3931,Project Manager,Manufacturing,34,Hybrid,22,7
EMP3932,Data Scientist,Healthcare,18,Remote,54,7
EMP3933,Designer,Retail,30,Onsite,43,1
EMP3934,Project Manager,Healthcare,9,Remote,23,15
EMP3935,Data Scientist,Consulting,35,Remote,41,15
EMP3936,Project Manager,Consulting,1,Onsite,57,6
EMP3937,Sales,IT,3,Hybrid,25,8
EMP3938,Designer,Retail,15,Remote,35,13
EMP3939,HR,Consulting,31,Onsite,44,13
EMP3940,Sales,IT,27,Hybrid,23,10
EMP3941,Project Manager,Education,13,Remote,32,8
EMP3942,Designer,Healthcare,19,Remote,20,15
EMP3943,Project Manager,Healthcare,20,Onsite,54,9
EMP3944,Software Engineer,Healthcare,4,Hybrid,44,11
EMP3945,HR,Healthcare,9,Remote,41,8
EMP3946,Project Manager,Education,22,Hybrid,59,1
EMP3947,Designer,IT,19,Remote,37,1
EMP3948,Project Manager,Manufacturing,35,Onsite,29,2
EMP3949,Marketing,Healthcare,15,Remote,38,8
EMP3950,Data Scientist,Finance,6,Onsite,38,14
EMP3951,Designer,Finance,10,Hybrid,21,2
EMP3952,Marketing,IT,21,Hybrid,34,12
EMP3953,Designer,IT,12,Hybrid,48,8
EMP3954,Data Scientist,Retail,21,Hybrid,46,6
EMP3955,Software Engineer,Healthcare,8,Hybrid,32,14
EMP3956,Project Manager,Education,24,Hybrid,54,1
EMP3957,Sales,Retail,30,Onsite,37,10
EMP3958,Project Manager,Manufacturing,17,Remote,29,10
EMP3959,Software Engineer,Consulting,30,Hybrid,23,13
EMP3960,HR,Finance,3,Remote,28,12
EMP3961,Marketing,Finance,33,Remote,30,5
EMP3962,Data Scientist,Manufacturing,14,Onsite,29,8
EMP3963,HR,Retail,34,Remote,54,4
EMP3964,HR,Consulting,1,Hybrid,36,12
EMP3965,Marketing,IT,22,Onsite,36,4
EMP3966,Data Scientist,Retail,10,Remote,46,8
EMP3967,Designer,Manufacturing,2,Hybrid,30,1
EMP3968,Marketing,Retail,22,Remote,46,0
EMP3969,Data Scientist,IT,21,Remote,20,11
EMP3970,Marketing,Finance,5,Hybrid,45,12
EMP3971,Marketing,Consulting,30,Hybrid,37,0
EMP3972,Marketing,Finance,9,Remote,36,12
EMP3973,Data Scientist,Finance,4,Remote,60,15
EMP3974,Sales,Finance,32,Hybrid,27,13
EMP3975,Sales,Manufacturing,28,Remote,47,1
EMP3976,HR,Healthcare,2,Remote,46,15
EMP3977,Project Manager,Education,2,Hybrid,58,12
EMP3978,Data Scientist,Retail,1,Hybrid,33,8
EMP3979,HR,IT,25,Onsite,27,2
EMP3980,Project Manager,Consulting,11,Onsite,56,10
EMP3981,Software Engineer,Manufacturing,21,Onsite,32,15
EMP3982,HR,Manufacturing,34,Hybrid,31,13
EMP3983,Data Scientist,Education,35,Onsite,47,10
EMP3984,Designer,Finance,29,Hybrid,35,8
EMP3985,Sales,Healthcare,28,Hybrid,52,3
EMP3986,Project Manager,IT,7,Hybrid,57,3
EMP3987,Designer,Retail,4,Onsite,57,8
EMP3988,HR,Manufacturing,25,Onsite,38,14
EMP3989,Sales,Consulting,16,Remote,22,10
EMP3990,HR,IT,23,Hybrid,50,15
EMP3991,HR,Retail,22,Remote,28,2
EMP3992,Software Engineer,Healthcare,14,Onsite,22,8
EMP3993,Sales,Healthcare,3,Remote,24,2
EMP3994,Designer,Education,18,Hybrid,32,13
EMP3995,Sales,IT,27,Remote,41,8
EMP3996,Designer,Finance,6,Hybrid,21,8
EMP3997,Project Manager,Finance,2,Onsite,53,9
EMP3998,Project Manager,Education,19,Hybrid,60,0
EMP3999,Sales,Finance,7,Onsite,56,11
EMP4000,HR,Consulting,11,Onsite,34,4
EMP4001,Project Manager,Retail,33,Onsite,26,11
EMP4002,Designer,Manufacturing,22,Remote,29,0
EMP4003,Software Engineer,Finance,16,Hybrid,36,15
EMP4004,Data Scientist,Consulting,8,Onsite,25,11
EMP4005,Sales,Healthcare,20,Hybrid,31,1
EMP4006,Sales,Healthcare,12,Onsite,38,2
EMP4007,Sales,Finance,12,Remote,41,13
EMP4008,Project Manager,IT,33,Onsite,34,13
EMP4009,Project Manager,Finance,24,Hybrid,29,5
EMP4010,HR,Healthcare,28,Remote,45,1
EMP4011,Project Manager,Healthcare,6,Onsite,60,10
EMP4012,Project Manager,Education,12,Onsite,48,11
EMP4013,HR,Healthcare,3,Hybrid,23,4
EMP4014,HR,Education,3,Onsite,60,15
EMP4015,Designer,Consulting,6,Hybrid,37,5
EMP4016,HR,IT,34,Hybrid,34,4
EMP4017,Marketing,Education,23,Remote,54,9
EMP4018,Marketing,Education,32,Remote,29,15
EMP4019,Designer,Consulting,10,Remote,36,1
EMP4020,HR,Education,30,Onsite,54,9
EMP4021,Designer,Healthcare,18,Hybrid,55,14
EMP4022,HR,Retail,16,Onsite,56,4
EMP4023,Software Engineer,Healthcare,3,Onsite,48,2
EMP4024,Designer,Finance,21,Onsite,52,4
EMP4025,Software Engineer,Retail,8,Hybrid,49,9
EMP4026,Data Scientist,Healthcare,6,Remote,26,14
EMP4027,Sales,Retail,25,Remote,21,15
EMP4028,Project Manager,Retail,22,Onsite,20,10
EMP4029,Marketing,IT,1,Onsite,27,3
EMP4030,Designer,Education,25,Hybrid,54,1
EMP4031,Project Manager,Healthcare,12,Hybrid,23,9
EMP4032,Project Manager,Manufacturing,19,Remote,53,9
EMP4033,Project Manager,Healthcare,21,Hybrid,57,1
EMP4034,Project Manager,Healthcare,28,Onsite,41,2
EMP4035,Project Manager,Retail,2,Remote,20,12
EMP4036,Software Engineer,Finance,9,Onsite,35,3
EMP4037,Marketing,Finance,10,Hybrid,57,8
EMP4038,Sales,Consulting,20,Onsite,50,10
EMP4039,HR,Manufacturing,26,Remote,24,13
EMP4040,Designer,Retail,9,Remote,25,14
EMP4041,Marketing,IT,2,Hybrid,35,0
EMP4042,HR,Healthcare,25,Onsite,37,1
EMP4043,Software Engineer,IT,4,Onsite,51,1
EMP4044,Project Manager,Consulting,3,Hybrid,47,10
EMP4045,Software Engineer,Finance,15,Remote,28,10
EMP4046,Project Manager,Finance,7,Onsite,33,3
EMP4047,HR,Education,29,Onsite,31,9
EMP4048,Marketing,IT,5,Remote,32,2
EMP4049,Sales,Healthcare,9,Hybrid,38,10
EMP4050,Marketing,IT,24,Onsite,49,4
EMP4051,Designer,Education,28,Remote,59,6
EMP4052,Marketing,Healthcare,13,Hybrid,46,10
EMP4053,Project Manager,Finance,27,Hybrid,31,8
EMP4054,Marketing,Retail,29,Remote,22,8
EMP4055,Project Manager,Manufacturing,15,Onsite,41,1
EMP4056,Software Engineer,Healthcare,22,Hybrid,47,9
EMP4057,Software Engineer,Healthcare,32,Hybrid,44,2
EMP4058,HR,Consulting,18,Remote,50,2
EMP4059,Designer,Retail,25,Onsite,55,7
EMP4060,Marketing,Finance,30,Hybrid,54,2
EMP4061,HR,Education,1,Remote,27,13
EMP4062,Software Engineer,Finance,12,Remote,45,12
EMP4063,HR,IT,4,Onsite,48,8
EMP4064,Marketing,Finance,27,Remote,58,9
EMP4065,Marketing,Consulting,28,Onsite,20,3
EMP4066,HR,Retail,19,Hybrid,49,15
EMP4067,Software Engineer,Consulting,15,Onsite,36,12
EMP4068,HR,Education,30,Onsite,33,5
EMP4069,Marketing,Consulting,11,Onsite,40,2
EMP4070,Project Manager,IT,35,Remote,20,12
EMP4071,Data Scientist,Retail,31,Onsite,28,12
EMP4072,Sales,Healthcare,14,Hybrid,28,11
EMP4073,Marketing,Retail,9,Hybrid,31,1
EMP4074,Data Scientist,Education,27,Hybrid,45,11
EMP4075,Data Scientist,Finance,8,Hybrid,34,11
EMP4076,Software Engineer,Finance,14,Onsite,31,15
EMP4077,Data Scientist,Manufacturing,14,Onsite,55,10
EMP4078,Data Scientist,Finance,20,Onsite,35,12
EMP4079,Marketing,Education,10,Hybrid,24,11
EMP4080,Designer,Finance,17,Onsite,60,3
EMP4081,Designer,IT,17,Remote,20,4
EMP4082,Sales,Education,19,Hybrid,28,9
EMP4083,Marketing,Retail,31,Hybrid,26,8
EMP4084,Project Manager,IT,35,Hybrid,27,15
EMP4085,Marketing,Manufacturing,28,Onsite,32,1
EMP4086,Project Manager,Retail,20,Hybrid,20,10
EMP4087,Software Engineer,Finance,6,Remote,43,2
EMP4088,Project Manager,Education,6,Remote,49,7
EMP4089,Marketing,Manufacturing,9,Hybrid,48,9
EMP4090,Designer,Retail,26,Hybrid,28,6
EMP4091,HR,Education,13,Hybrid,25,6
EMP4092,HR,Education,10,Onsite,40,1
EMP4093,Data Scientist,Education,34,Hybrid,52,11
EMP4094,Marketing,Finance,18,Remote,22,10
EMP4095,Project Manager,Retail,31,Hybrid,28,10
EMP4096,HR,Manufacturing,4,Onsite,49,0
EMP4097,Data Scientist,Finance,24,Hybrid,49,12
EMP4098,Marketing,Education,31,Remote,57,12
EMP4099,Data Scientist,IT,2,Remote,21,5
EMP4100,Project Manager,IT,25,Remote,52,6
EMP4101,Data Scientist,Retail,24,Remote,40,9
EMP4102,Designer,IT,14,Onsite,46,15
EMP4103,Software Engineer,Consulting,34,Onsite,48,8
EMP4104,Marketing,Consulting,12,Hybrid,47,12
EMP4105,HR,Consulting,29,Hybrid,48,0
EMP4106,Data Scientist,IT,11,Hybrid,51,0
EMP4107,Marketing,Manufacturing,3,Hybrid,21,4
EMP4108,Sales,Healthcare,8,Onsite,60,6
EMP4109,Designer,Finance,7,Onsite,27,11
EMP4110,Sales,Manufacturing,12,Remote,51,8
EMP4111,Data Scientist,Education,6,Onsite,29,9
EMP4112,Data Scientist,Finance,33,Onsite,39,7
EMP4113,Sales,Consulting,18,Remote,53,11
EMP4114,Marketing,Manufacturing,30,Onsite,27,12
EMP4115,Sales,Retail,21,Remote,46,2
EMP4116,Software Engineer,Manufacturing,26,Hybrid,42,5
EMP4117,Marketing,Consulting,22,Hybrid,51,6
EMP4118,HR,Manufacturing,35,Onsite,22,3
EMP4119,Marketing,Retail,8,Onsite,40,13
EMP4120,HR,Consulting,21,Hybrid,35,6
EMP4121,Project Manager,Finance,12,Onsite,33,9
EMP4122,HR,Retail,25,Remote,45,15
EMP4123,HR,Healthcare,30,Hybrid,37,3
EMP4124,Sales,Education,13,Remote,41,6
EMP4125,Designer,IT,29,Hybrid,52,13
EMP4126,HR,Education,28,Remote,54,4
EMP4127,Designer,Healthcare,12,Remote,52,15
EMP4128,Software Engineer,Education,13,Remote,32,8
EMP4129,Designer,Education,5,Onsite,44,13
EMP4130,HR,Retail,18,Onsite,57,12
EMP4131,Sales,Consulting,31,Onsite,43,10
EMP4132,Designer,Retail,19,Hybrid,54,13
EMP4133,Data Scientist,IT,32,Hybrid,43,2
EMP4134,Project Manager,Healthcare,25,Onsite,32,6
EMP4135,Sales,Manufacturing,34,Remote,58,8
EMP4136,HR,Education,27,Hybrid,45,1
EMP4137,Designer,Education,7,Onsite,49,14
EMP4138,Project Manager,Consulting,24,Remote,26,6
EMP4139,Designer,Retail,1,Onsite,39,3
EMP4140,HR,IT,17,Hybrid,28,4
EMP4141,Marketing,Retail,32,Remote,53,2
EMP4142,Software Engineer,Manufacturing,5,Hybrid,22,5
EMP4143,Project Manager,Education,5,Onsite,57,14
EMP4144,Sales,Healthcare,29,Hybrid,57,8
EMP4145,HR,IT,3,Onsite,59,0
EMP4146,Data Scientist,IT,16,Hybrid,32,3
EMP4147,Data Scientist,Manufacturing,6,Hybrid,54,3
EMP4148,Software Engineer,Healthcare,10,Onsite,59,4
EMP4149,Data Scientist,Retail,34,Hybrid,20,4
EMP4150,HR,Manufacturing,1,Remote,52,2
EMP4151,Data Scientist,IT,9,Hybrid,33,10
EMP4152,Sales,IT,9,Onsite,34,4
EMP4153,Sales,Finance,12,Remote,30,8
EMP4154,Project Manager,Retail,23,Onsite,22,8
EMP4155,Marketing,Finance,1,Hybrid,25,14
EMP4156,Project Manager,Manufacturing,21,Remote,60,9
EMP4157,Marketing,Consulting,8,Onsite,33,13
EMP4158,HR,Healthcare,5,Onsite,51,15
EMP4159,HR,Consulting,14,Onsite,60,11
EMP4160,Marketing,Consulting,3,Hybrid,45,2
EMP4161,Designer,Manufacturing,11,Remote,55,9
EMP4162,HR,Education,31,Hybrid,22,4
EMP4163,Software Engineer,Education,8,Hybrid,48,3
EMP4164,HR,Education,17,Onsite,60,13
EMP4165,Data Scientist,Finance,1,Hybrid,23,3
EMP4166,HR,Finance,33,Hybrid,44,10
EMP4167,Sales,Education,26,Onsite,51,5
EMP4168,Sales,Retail,21,Onsite,24,3
EMP4169,Data Scientist,IT,21,Onsite,41,9
EMP4170,Designer,Retail,4,Remote,20,10
EMP4171,Sales,IT,25,Onsite,44,0
EMP4172,Sales,IT,13,Remote,37,10
EMP4173,HR,Retail,20,Hybrid,48,6
EMP4174,Data Scientist,Finance,9,Hybrid,42,15
EMP4175,HR,Finance,26,Onsite,57,10
EMP4176,HR,IT,12,Onsite,39,4
EMP4177,Software Engineer,Healthcare,25,Hybrid,34,14
EMP4178,HR,Education,30,Onsite,22,4
EMP4179,Sales,Finance,31,Hybrid,29,5
EMP4180,Software Engineer,Consulting,15,Onsite,59,3
EMP4181,Project Manager,Retail,22,Onsite,49,3
EMP4182,Project Manager,Healthcare,15,Onsite,58,8
EMP4183,Designer,Healthcare,3,Hybrid,32,10
EMP4184,Sales,Consulting,19,Onsite,49,14
EMP4185,Software Engineer,Education,13,Remote,20,0
EMP4186,HR,Healthcare,9,Remote,39,14
EMP4187,Data Scientist,Consulting,12,Hybrid,37,11
EMP4188,Marketing,Education,5,Onsite,23,10
EMP4189,Software Engineer,Healthcare,16,Hybrid,40,13
EMP4190,Data Scientist,Healthcare,30,Hybrid,31,14
EMP4191,Software Engineer,IT,3,Hybrid,52,13
EMP4192,Project Manager,Finance,33,Hybrid,23,2
EMP4193,Data Scientist,Retail,21,Hybrid,34,11
EMP4194,Data Scientist,Finance,21,Onsite,35,15
EMP4195,Designer,Education,7,Remote,22,0
EMP4196,Sales,IT,9,Onsite,29,14
EMP4197,Software Engineer,Education,11,Hybrid,60,4
EMP4198,Sales,Finance,4,Onsite,60,12
EMP4199,Data Scientist,Consulting,6,Hybrid,49,0
EMP4200,Designer,Healthcare,19,Onsite,41,10
EMP4201,HR,Education,4,Hybrid,30,0
EMP4202,Marketing,Education,16,Hybrid,56,3
EMP4203,Software Engineer,Education,21,Onsite,24,13
EMP4204,Software Engineer,Retail,13,Hybrid,41,8
EMP4205,Software Engineer,Retail,33,Hybrid,55,1
EMP4206,Marketing,Healthcare,10,Remote,35,9
EMP4207,HR,IT,20,Remote,42,1
EMP4208,Designer,Finance,7,Onsite,24,9
EMP4209,Project Manager,IT,33,Remote,30,8
EMP4210,Data Scientist,Healthcare,6,Hybrid,49,0
EMP4211,Designer,Education,23,Remote,58,4
EMP4212,Project Manager,Consulting,17,Hybrid,43,14
EMP4213,Designer,Retail,20,Onsite,43,8
EMP4214,Designer,IT,32,Onsite,21,0
EMP4215,Sales,IT,11,Onsite,59,1
EMP4216,Data Scientist,Consulting,10,Hybrid,50,14
EMP4217,Designer,Retail,13,Onsite,46,9
EMP4218,Software Engineer,Consulting,9,Remote,34,2
EMP4219,Designer,Healthcare,31,Onsite,36,14
EMP4220,Designer,Finance,18,Hybrid,39,10
EMP4221,HR,IT,31,Remote,59,15
EMP4222,Software Engineer,Retail,9,Remote,50,12
EMP4223,Software Engineer,Retail,17,Remote,40,6
EMP4224,HR,Retail,17,Onsite,49,7
EMP4225,Sales,Education,29,Remote,44,8
EMP4226,Project Manager,IT,24,Remote,27,7
EMP4227,Marketing,Consulting,15,Onsite,28,13
EMP4228,Designer,Finance,12,Remote,36,5
EMP4229,HR,Education,9,Remote,35,8
EMP4230,HR,Finance,34,Hybrid,36,7
EMP4231,Sales,Education,23,Onsite,34,8
EMP4232,HR,Healthcare,3,Onsite,52,3
EMP4233,Software Engineer,Finance,33,Onsite,21,5
EMP4234,Data Scientist,Retail,9,Remote,55,8
EMP4235,Sales,IT,20,Onsite,43,11
EMP4236,Designer,Education,9,Hybrid,52,15
EMP4237,HR,Manufacturing,23,Remote,37,2
EMP4238,Designer,Healthcare,1,Hybrid,43,2
EMP4239,Marketing,Finance,1,Onsite,57,11
EMP4240,Marketing,Manufacturing,17,Remote,39,13
EMP4241,Sales,IT,32,Remote,21,13
EMP4242,Project Manager,Retail,23,Onsite,26,5
EMP4243,Sales,IT,2,Hybrid,51,13
EMP4244,Project Manager,Manufacturing,31,Remote,55,9
EMP4245,Designer,Manufacturing,24,Hybrid,47,11
EMP4246,Project Manager,Healthcare,18,Hybrid,57,15
EMP4247,Sales,Education,11,Remote,37,1
EMP4248,Sales,Education,16,Onsite,36,10
EMP4249,Project Manager,Finance,20,Onsite,36,14
EMP4250,Software Engineer,Retail,28,Remote,28,5
EMP4251,Data Scientist,Consulting,30,Hybrid,23,5
EMP4252,Designer,Education,22,Onsite,25,12
EMP4253,Designer,Retail,30,Onsite,28,10
EMP4254,HR,Manufacturing,22,Hybrid,39,8
EMP4255,Designer,IT,12,Onsite,44,2
EMP4256,Designer,Education,6,Onsite,22,0
EMP4257,Data Scientist,Retail,19,Onsite,46,5
EMP4258,Sales,Finance,12,Onsite,30,13
EMP4259,Designer,Finance,26,Onsite,42,5
EMP4260,Data Scientist,Education,10,Hybrid,31,3
EMP4261,Designer,Healthcare,8,Onsite,44,3
EMP4262,HR,Retail,28,Remote,53,1
EMP4263,Data Scientist,Retail,14,Remote,47,9
EMP4264,Marketing,IT,7,Hybrid,31,14
EMP4265,Project Manager,Finance,28,Onsite,50,14
EMP4266,Project Manager,Manufacturing,20,Hybrid,55,2
EMP4267,Sales,Healthcare,23,Hybrid,37,11
EMP4268,HR,Finance,31,Onsite,57,5
EMP4269,Project Manager,IT,34,Onsite,27,14
EMP4270,Data Scientist,Education,33,Remote,43,11
EMP4271,Software Engineer,Finance,5,Remote,28,5
EMP4272,Marketing,Manufacturing,19,Hybrid,46,11
EMP4273,Project Manager,Consulting,27,Remote,36,10
EMP4274,Sales,Finance,18,Remote,48,10
EMP4275,Software Engineer,IT,13,Hybrid,36,12
EMP4276,Software Engineer,Retail,26,Hybrid,56,0
EMP4277,HR,IT,2,Hybrid,51,0
EMP4278,Designer,Finance,14,Remote,29,7
EMP4279,Marketing,Consulting,4,Remote,56,14
EMP4280,Sales,Retail,21,Onsite,31,4
EMP4281,Project Manager,Education,9,Onsite,38,8
EMP4282,Designer,Manufacturing,16,Hybrid,32,4
EMP4283,Designer,Manufacturing,14,Hybrid,35,3
EMP4284,Sales,Finance,10,Hybrid,56,10
EMP4285,Sales,Manufacturing,34,Hybrid,60,11
EMP4286,Software Engineer,Education,13,Onsite,44,15
EMP4287,Marketing,IT,14,Hybrid,30,4
EMP4288,Marketing,Manufacturing,11,Remote,38,1
EMP4289,HR,IT,31,Remote,35,5
EMP4290,Software Engineer,Education,6,Hybrid,60,9
EMP4291,Project Manager,Consulting,1,Remote,59,6
EMP4292,Designer,Finance,26,Onsite,24,3
EMP4293,Designer,Consulting,29,Remote,26,10
EMP4294,Sales,Consulting,23,Onsite,58,9
EMP4295,Marketing,Consulting,17,Onsite,32,5
EMP4296,Designer,Consulting,20,Hybrid,21,0
EMP4297,HR,Education,28,Remote,39,10
EMP4298,Sales,Healthcare,28,Hybrid,53,3
EMP4299,Software Engineer,Consulting,32,Onsite,20,3
EMP4300,Marketing,Manufacturing,1,Hybrid,39,12
EMP4301,Sales,Education,14,Hybrid,46,3
EMP4302,Data Scientist,Retail,6,Remote,28,13
EMP4303,Project Manager,IT,8,Onsite,44,10
EMP4304,Project Manager,Manufacturing,33,Remote,32,7
EMP4305,Marketing,IT,3,Onsite,54,4
EMP4306,Marketing,IT,22,Onsite,36,8
EMP4307,Data Scientist,Consulting,6,Remote,52,9
EMP4308,Data Scientist,Education,16,Remote,26,6
EMP4309,Project Manager,Education,30,Onsite,36,0
EMP4310,Designer,Manufacturing,3,Remote,27,15
EMP4311,Sales,IT,25,Hybrid,56,11
EMP4312,HR,Consulting,15,Onsite,53,10
EMP4313,Software Engineer,Retail,31,Remote,35,8
EMP4314,Software Engineer,Education,31,Remote,57,3
EMP4315,Designer,Finance,26,Remote,36,10
EMP4316,Sales,Healthcare,22,Hybrid,47,0
EMP4317,Designer,Healthcare,31,Remote,36,8
EMP4318,Sales,Consulting,4,Onsite,55,14
EMP4319,Designer,Finance,30,Onsite,27,9
EMP4320,Sales,Retail,26,Remote,24,14
EMP4321,Sales,Finance,34,Hybrid,29,2
EMP4322,Data Scientist,IT,32,Hybrid,37,10
EMP4323,HR,Manufacturing,5,Hybrid,53,7
EMP4324,Designer,Consulting,15,Hybrid,60,14
EMP4325,Sales,Consulting,18,Onsite,37,2
EMP4326,Data Scientist,Healthcare,13,Remote,27,14
